% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.721000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.667915669e+02 +3.095815669e+02 +3.095815669e+02 -1.6626e+00 +8.3499e-01
2 0 +4.434202258e+01 -1.286797742e+01 -1.286797742e+01 -1.1317e+00 +7.1428e-01
4 0 +3.195697368e+01 -2.525302632e+01 -2.525302632e+01 +3.9000e-01 -1.2134e+00
10 0 +1.189924321e+01 -4.531075679e+01 -4.531075679e+01 -9.0464e-01 +9.3468e-01
27 0 +1.118280081e+01 -4.602719919e+01 -4.602719919e+01 +7.3088e-02 -3.8338e-01
35 0 +9.679337934e+00 -4.753066207e+01 -4.753066207e+01 +3.7010e-01 -7.7454e-01
47 0 +6.811407507e+00 -5.039859249e+01 -5.039859249e+01 +2.8857e-01 -6.9353e-01
48 0 +3.655820132e+00 -5.355417987e+01 -5.355417987e+01 +8.0801e-01 -1.0414e+00
53 0 +7.121065951e-01 -5.649789340e+01 -5.649789340e+01 +6.8656e-01 -1.0521e+00
79 0 +2.576627544e-01 -5.695233725e+01 -5.695233725e+01 +8.6266e-01 -1.2684e+00
99 0 +2.487826685e-01 -5.696121733e+01 -5.696121733e+01 +8.5746e-01 -1.2683e+00
101 0 +6.484016507e-02 -5.714515983e+01 -5.714515983e+01 +8.4150e-01 -1.2663e+00
120 0 +4.452579079e-03 -5.720554742e+01 -5.720554742e+01 +9.4758e-01 -1.4098e+00
123 0 +9.649166430e-04 -5.720903508e+01 -5.720903508e+01 +9.2025e-01 -1.3650e+00
158 0 +3.216071137e-04 -5.720967839e+01 -5.720967839e+01 +9.2657e-01 -1.3762e+00
181 0 +2.611198041e-04 -5.720973888e+01 -5.720973888e+01 +9.2347e-01 -1.3708e+00
183 0 +2.308232346e-05 -5.720997692e+01 -5.720997692e+01 +9.2488e-01 -1.3728e+00
189 0 +4.987342180e-06 -5.720999501e+01 -5.720999501e+01 +9.2545e-01 -1.3737e+00
226 0 +1.556207962e-07 -5.720999984e+01 -5.720999984e+01 +9.2550e-01 -1.3739e+00
261 0 +4.647247920e-09 -5.721000000e+01 -5.721000000e+01 +9.2549e-01 -1.3738e+00
298 0 +2.842170943e-14 -5.721000000e+01 -5.721000000e+01 +9.2550e-01 -1.3738e+00
319 0 +0.000000000e+00 -5.721000000e+01 -5.721000000e+01 +9.2550e-01 -1.3738e+00
390 0 +0.000000000e+00 -5.721000000e+01 -5.721000000e+01 +9.2550e-01 -1.3738e+00
