% f evaluations | g evaluations | best noise-free fitness - Fopt (3.992000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.788406778e+00 +4.370840678e+01 +4.370840678e+01 +4.2747e-01 -2.5351e+00
4 0 +3.485059074e+00 +4.340505907e+01 +4.340505907e+01 +5.0801e-01 -1.6987e+00
25 0 +3.020562624e+00 +4.294056262e+01 +4.294056262e+01 +1.1839e+00 -2.3819e+00
37 0 +2.705308019e+00 +4.262530802e+01 +4.262530802e+01 +1.2278e+00 -1.3725e+00
39 0 +2.359108265e+00 +4.227910827e+01 +4.227910827e+01 +1.6333e+00 -1.5429e+00
45 0 +2.036565676e+00 +4.195656568e+01 +4.195656568e+01 +1.9389e+00 -1.4380e+00
46 0 +1.927672493e+00 +4.184767249e+01 +4.184767249e+01 +2.0980e+00 -1.6033e+00
49 0 +1.392886202e+00 +4.131288620e+01 +4.131288620e+01 +2.4847e+00 -6.5474e-01
57 0 +5.243133183e-01 +4.044431332e+01 +4.044431332e+01 +4.2112e+00 -3.2738e-01
60 0 +4.719358746e-01 +4.039193587e+01 +4.039193587e+01 +3.4101e+00 -5.3904e-01
62 0 +1.437556547e-01 +4.006375565e+01 +4.006375565e+01 +4.1746e+00 -1.4887e+00
78 0 +6.166861808e-02 +3.998166862e+01 +3.998166862e+01 +3.9854e+00 -9.6549e-01
158 0 +2.434783663e-02 +3.994434784e+01 +3.994434784e+01 +4.0333e+00 -1.2903e+00
179 0 +1.679898915e-02 +3.993679899e+01 +3.993679899e+01 +4.0238e+00 -1.3066e+00
192 0 +1.003589083e-02 +3.993003589e+01 +3.993003589e+01 +4.0093e+00 -1.2559e+00
212 0 +9.715763118e-03 +3.992971576e+01 +3.992971576e+01 +4.0098e+00 -1.2662e+00
225 0 +5.860668196e-03 +3.992586067e+01 +3.992586067e+01 +3.9997e+00 -1.2377e+00
237 0 +5.103955866e-03 +3.992510396e+01 +3.992510396e+01 +3.9974e+00 -1.2332e+00
253 0 +4.579489616e-03 +3.992457949e+01 +3.992457949e+01 +3.9934e+00 -1.2121e+00
255 0 +4.248703081e-03 +3.992424870e+01 +3.992424870e+01 +3.9903e+00 -1.2000e+00
275 0 +3.818409350e-03 +3.992381841e+01 +3.992381841e+01 +3.9925e+00 -1.2146e+00
284 0 +3.468050611e-03 +3.992346805e+01 +3.992346805e+01 +3.9905e+00 -1.2152e+00
289 0 +1.889687560e-03 +3.992188969e+01 +3.992188969e+01 +3.9818e+00 -1.1852e+00
300 0 +1.403372698e-03 +3.992140337e+01 +3.992140337e+01 +3.9792e+00 -1.1700e+00
306 0 +8.469834549e-04 +3.992084698e+01 +3.992084698e+01 +3.9714e+00 -1.1421e+00
309 0 +7.932250248e-04 +3.992079323e+01 +3.992079323e+01 +3.9629e+00 -1.1175e+00
314 0 +4.945858599e-04 +3.992049459e+01 +3.992049459e+01 +3.9619e+00 -1.1125e+00
333 0 +3.280148603e-04 +3.992032801e+01 +3.992032801e+01 +3.9484e+00 -1.0638e+00
334 0 +2.779522001e-04 +3.992027795e+01 +3.992027795e+01 +3.9475e+00 -1.0582e+00
364 0 +1.560272571e-04 +3.992015603e+01 +3.992015603e+01 +3.9535e+00 -1.0802e+00
365 0 +3.818671566e-06 +3.992000382e+01 +3.992000382e+01 +3.9512e+00 -1.0725e+00
409 0 +3.331584509e-06 +3.992000333e+01 +3.992000333e+01 +3.9518e+00 -1.0747e+00
440 0 +1.889922800e-06 +3.992000189e+01 +3.992000189e+01 +3.9515e+00 -1.0735e+00
445 0 +1.505712753e-06 +3.992000151e+01 +3.992000151e+01 +3.9518e+00 -1.0747e+00
451 0 +1.125726385e-06 +3.992000113e+01 +3.992000113e+01 +3.9523e+00 -1.0765e+00
