% f evaluations | g evaluations | best noise-free fitness - Fopt (7.731000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.165571300e+01 +1.489657130e+02 +1.489657130e+02
8 0 +6.321695363e+01 +1.405269536e+02 +1.405269536e+02
22 0 +5.972139442e+01 +1.370313944e+02 +1.370313944e+02
30 0 +5.257977282e+01 +1.298897728e+02 +1.298897728e+02
54 0 +4.882669538e+01 +1.261366954e+02 +1.261366954e+02
58 0 +4.415172796e+01 +1.214617280e+02 +1.214617280e+02
81 0 +3.934790287e+01 +1.166579029e+02 +1.166579029e+02
93 0 +2.846446682e+01 +1.057744668e+02 +1.057744668e+02
118 0 +2.725434079e+01 +1.045643408e+02 +1.045643408e+02
200 0 +2.703380649e+01 +1.043438065e+02 +1.043438065e+02
