% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.324111981e+02 +5.268911981e+02 +5.268911981e+02 +6.9643e-01 +1.5348e+00 +4.9952e+00 +9.3158e-01 +3.1989e+00
2 0 +4.625275304e+01 +4.407327530e+02 +4.407327530e+02 +3.3944e-01 -1.6598e+00 +4.9925e-02 +1.2108e+00 +3.0218e+00
10 0 +1.926674911e+01 +4.137467491e+02 +4.137467491e+02 -1.7086e+00 -4.7219e-01 -1.8291e+00 +1.8318e+00 +1.5143e+00
11 0 +8.060296934e+00 +4.025402969e+02 +4.025402969e+02 -2.1904e+00 -2.2145e+00 -2.0527e+00 +3.2059e+00 -2.0624e-01
28 0 +3.396779100e+00 +3.978767791e+02 +3.978767791e+02 -3.5196e+00 -4.3805e+00 -3.2727e+00 +4.1687e+00 +3.2653e-02
31 0 +1.935502903e+00 +3.964155029e+02 +3.964155029e+02 -3.5159e+00 -3.3747e+00 -3.6138e+00 +4.9605e+00 +1.4967e+00
38 0 +1.255713725e+00 +3.957357137e+02 +3.957357137e+02 -3.3305e+00 -3.1795e+00 -4.4780e+00 +3.4682e+00 +1.3085e+00
80 0 +7.278361913e-01 +3.952078362e+02 +3.952078362e+02 -4.3561e+00 -3.1120e+00 -3.9004e+00 +3.2521e+00 +1.0397e+00
141 0 +6.577185095e-01 +3.951377185e+02 +3.951377185e+02 -3.3278e+00 -3.1498e+00 -3.7170e+00 +4.1099e+00 +1.3238e+00
149 0 +3.106408438e-01 +3.947906408e+02 +3.947906408e+02 -3.7648e+00 -2.5251e+00 -3.4868e+00 +4.1464e+00 +8.1759e-01
189 0 +2.031008166e-01 +3.946831008e+02 +3.946831008e+02 -3.8129e+00 -2.5974e+00 -4.0865e+00 +3.7537e+00 +9.3773e-01
201 0 +1.605347651e-01 +3.946405348e+02 +3.946405348e+02 -3.7203e+00 -3.1210e+00 -3.9291e+00 +3.6630e+00 +8.3244e-01
202 0 +7.455635290e-02 +3.945545564e+02 +3.945545564e+02 -3.9894e+00 -2.7508e+00 -3.6893e+00 +3.7280e+00 +8.0963e-01
213 0 +4.125390454e-02 +3.945212539e+02 +3.945212539e+02 -3.9454e+00 -2.8545e+00 -3.9488e+00 +3.8582e+00 +7.4048e-01
245 0 +3.862201748e-02 +3.945186220e+02 +3.945186220e+02 -4.0416e+00 -2.7666e+00 -3.7655e+00 +3.9311e+00 +8.8706e-01
253 0 +1.827642293e-02 +3.944982764e+02 +3.944982764e+02 -3.7880e+00 -2.9539e+00 -3.8475e+00 +3.9024e+00 +8.5827e-01
262 0 +1.229907294e-02 +3.944922991e+02 +3.944922991e+02 -3.9946e+00 -2.8773e+00 -3.7911e+00 +3.9408e+00 +8.9793e-01
270 0 +8.943539497e-03 +3.944889435e+02 +3.944889435e+02 -3.8944e+00 -2.8490e+00 -3.8087e+00 +3.8235e+00 +8.7991e-01
300 0 +8.020627783e-03 +3.944880206e+02 +3.944880206e+02 -3.8530e+00 -2.8714e+00 -3.8194e+00 +3.8853e+00 +9.2920e-01
313 0 +5.562540817e-03 +3.944855625e+02 +3.944855625e+02 -3.8614e+00 -2.9031e+00 -3.8172e+00 +3.8591e+00 +8.9977e-01
322 0 +3.933201136e-03 +3.944839332e+02 +3.944839332e+02 -3.8868e+00 -2.8691e+00 -3.8079e+00 +3.8480e+00 +8.5855e-01
329 0 +2.068122994e-03 +3.944820681e+02 +3.944820681e+02 -3.8753e+00 -2.8544e+00 -3.8123e+00 +3.9024e+00 +8.4791e-01
341 0 +1.907460229e-03 +3.944819075e+02 +3.944819075e+02 -3.8892e+00 -2.9108e+00 -3.7784e+00 +3.8847e+00 +8.3940e-01
343 0 +1.258720629e-03 +3.944812587e+02 +3.944812587e+02 -3.8873e+00 -2.8830e+00 -3.8317e+00 +3.9174e+00 +8.4986e-01
365 0 +5.895724339e-04 +3.944805896e+02 +3.944805896e+02 -3.8928e+00 -2.9016e+00 -3.7999e+00 +3.9153e+00 +8.4098e-01
393 0 +5.336879154e-04 +3.944805337e+02 +3.944805337e+02 -3.8989e+00 -2.8793e+00 -3.8183e+00 +3.8993e+00 +8.4831e-01
412 0 +3.492018033e-04 +3.944803492e+02 +3.944803492e+02 -3.9100e+00 -2.8967e+00 -3.8112e+00 +3.8962e+00 +8.5614e-01
419 0 +9.036141626e-05 +3.944800904e+02 +3.944800904e+02 -3.9054e+00 -2.8902e+00 -3.8083e+00 +3.9078e+00 +8.6036e-01
444 0 +4.273334332e-05 +3.944800427e+02 +3.944800427e+02 -3.9000e+00 -2.8940e+00 -3.7995e+00 +3.9099e+00 +8.5852e-01
