% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.354796701e+02 +2.149596701e+02 +2.149596701e+02
2 0 +7.612916143e+01 +1.556091614e+02 +1.556091614e+02
18 0 +6.852382826e+01 +1.480038283e+02 +1.480038283e+02
38 0 +4.213580140e+01 +1.216158014e+02 +1.216158014e+02
85 0 +3.916604478e+01 +1.186460448e+02 +1.186460448e+02
96 0 +3.258947728e+01 +1.120694773e+02 +1.120694773e+02
98 0 +2.211551442e+01 +1.015955144e+02 +1.015955144e+02
101 0 +1.793089583e+01 +9.741089583e+01 +9.741089583e+01
114 0 +1.578803345e+01 +9.526803345e+01 +9.526803345e+01
131 0 +1.387908318e+01 +9.335908318e+01 +9.335908318e+01
212 0 +1.116414526e+01 +9.064414526e+01 +9.064414526e+01
217 0 +8.186229588e+00 +8.766622959e+01 +8.766622959e+01
284 0 +5.937765744e+00 +8.541776574e+01 +8.541776574e+01
310 0 +4.602354753e+00 +8.408235475e+01 +8.408235475e+01
357 0 +3.787379856e+00 +8.326737986e+01 +8.326737986e+01
393 0 +2.949268762e+00 +8.242926876e+01 +8.242926876e+01
406 0 +2.537124307e+00 +8.201712431e+01 +8.201712431e+01
416 0 +2.107201696e+00 +8.158720170e+01 +8.158720170e+01
418 0 +1.724876567e+00 +8.120487657e+01 +8.120487657e+01
455 0 +9.845475736e-01 +8.046454757e+01 +8.046454757e+01
515 0 +4.439704342e-01 +7.992397043e+01 +7.992397043e+01
595 0 +3.914128189e-01 +7.987141282e+01 +7.987141282e+01
598 0 +3.172726918e-01 +7.979727269e+01 +7.979727269e+01
610 0 +3.071668329e-01 +7.978716683e+01 +7.978716683e+01
626 0 +1.890274635e-01 +7.966902746e+01 +7.966902746e+01
696 0 +1.352240200e-01 +7.961522402e+01 +7.961522402e+01
707 0 +1.147659405e-01 +7.959476594e+01 +7.959476594e+01
722 0 +5.874660754e-02 +7.953874661e+01 +7.953874661e+01
749 0 +5.091728931e-02 +7.953091729e+01 +7.953091729e+01
811 0 +4.393882929e-02 +7.952393883e+01 +7.952393883e+01
829 0 +3.556038365e-02 +7.951556038e+01 +7.951556038e+01
849 0 +2.646281098e-02 +7.950646281e+01 +7.950646281e+01
854 0 +1.828126107e-02 +7.949828126e+01 +7.949828126e+01
880 0 +1.718341627e-02 +7.949718342e+01 +7.949718342e+01
912 0 +1.447254728e-02 +7.949447255e+01 +7.949447255e+01
924 0 +7.706063437e-03 +7.948770606e+01 +7.948770606e+01
931 0 +5.737773148e-03 +7.948573777e+01 +7.948573777e+01
1000 0 +5.737773148e-03 +7.948573777e+01 +7.948573777e+01
