% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.479000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.577598512e+01 -9.212401488e+01 -9.212401488e+01
3 0 +4.379319331e+01 -1.041068067e+02 -1.041068067e+02
5 0 +3.918842789e+01 -1.087115721e+02 -1.087115721e+02
6 0 +3.475400254e+01 -1.131459975e+02 -1.131459975e+02
11 0 +2.776437782e+01 -1.201356222e+02 -1.201356222e+02
33 0 +2.272095031e+01 -1.251790497e+02 -1.251790497e+02
46 0 +1.785729055e+01 -1.300427095e+02 -1.300427095e+02
64 0 +1.607161445e+01 -1.318283856e+02 -1.318283856e+02
98 0 +1.264844634e+01 -1.352515537e+02 -1.352515537e+02
113 0 +1.226106042e+01 -1.356389396e+02 -1.356389396e+02
161 0 +9.918893750e+00 -1.379811063e+02 -1.379811063e+02
200 0 +9.563381964e+00 -1.383366180e+02 -1.383366180e+02
