% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.467783327e+02 +1.298383327e+02 +1.298383327e+02
11 0 +7.280557265e+01 +5.586557265e+01 +5.586557265e+01
17 0 +6.594751074e+01 +4.900751074e+01 +4.900751074e+01
21 0 +5.394486654e+01 +3.700486654e+01 +3.700486654e+01
25 0 +4.729096080e+01 +3.035096080e+01 +3.035096080e+01
75 0 +4.412502964e+01 +2.718502964e+01 +2.718502964e+01
85 0 +3.790782927e+01 +2.096782927e+01 +2.096782927e+01
107 0 +3.394841686e+01 +1.700841686e+01 +1.700841686e+01
147 0 +2.862050757e+01 +1.168050757e+01 +1.168050757e+01
171 0 +2.263787008e+01 +5.697870082e+00 +5.697870082e+00
200 0 +2.263787008e+01 +5.697870082e+00 +5.697870082e+00
