% f evaluations | g evaluations | best noise-free fitness - Fopt (6.479000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.515106488e+02 +3.163006488e+02 +3.163006488e+02
2 0 +1.841285871e+02 +2.489185871e+02 +2.489185871e+02
18 0 +1.288009733e+02 +1.935909733e+02 +1.935909733e+02
28 0 +1.224050044e+02 +1.871950044e+02 +1.871950044e+02
59 0 +9.395490029e+01 +1.587449003e+02 +1.587449003e+02
102 0 +7.566957390e+01 +1.404595739e+02 +1.404595739e+02
124 0 +5.904198768e+01 +1.238319877e+02 +1.238319877e+02
180 0 +5.285334557e+01 +1.176433456e+02 +1.176433456e+02
190 0 +4.728197280e+01 +1.120719728e+02 +1.120719728e+02
197 0 +4.357178853e+01 +1.083617885e+02 +1.083617885e+02
200 0 +4.357178853e+01 +1.083617885e+02 +1.083617885e+02
