% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.792673336e+03 +2.740963336e+03 +2.740963336e+03
2 0 +2.716219686e+03 +2.664509686e+03 +2.664509686e+03
4 0 +2.423912452e+03 +2.372202452e+03 +2.372202452e+03
18 0 +1.886153959e+03 +1.834443959e+03 +1.834443959e+03
38 0 +1.673980394e+03 +1.622270394e+03 +1.622270394e+03
56 0 +1.214781970e+03 +1.163071970e+03 +1.163071970e+03
129 0 +1.006285994e+03 +9.545759938e+02 +9.545759938e+02
149 0 +9.882329926e+02 +9.365229926e+02 +9.365229926e+02
163 0 +8.187758185e+02 +7.670658185e+02 +7.670658185e+02
187 0 +7.595753720e+02 +7.078653720e+02 +7.078653720e+02
200 0 +7.595753720e+02 +7.078653720e+02 +7.078653720e+02
