% f evaluations | g evaluations | best noise-free fitness - Fopt (3.590000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.245787034e+05 +2.246146034e+05 +2.246146034e+05
4 0 +2.193665099e+05 +2.194024099e+05 +2.194024099e+05
15 0 +1.356468851e+05 +1.356827851e+05 +1.356827851e+05
18 0 +7.534160040e+04 +7.537750040e+04 +7.537750040e+04
26 0 +4.900931232e+04 +4.904521232e+04 +4.904521232e+04
27 0 +3.799581489e+04 +3.803171489e+04 +3.803171489e+04
32 0 +2.417032861e+03 +2.452932861e+03 +2.452932861e+03
47 0 +2.115028056e+02 +2.474028056e+02 +2.474028056e+02
52 0 +1.443051217e+02 +1.802051217e+02 +1.802051217e+02
67 0 +1.385926571e+02 +1.744926571e+02 +1.744926571e+02
200 0 +1.275887411e+02 +1.634887411e+02 +1.634887411e+02
