% f evaluations | g evaluations | best noise-free fitness - Fopt (1.319200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.378910920e+01 +1.657091092e+02 +1.657091092e+02 +2.4439e+00 -4.3545e-01
2 0 +2.046691184e+01 +1.523869118e+02 +1.523869118e+02 +1.0876e-01 -7.5895e-02
5 0 +1.504748568e+01 +1.469674857e+02 +1.469674857e+02 -8.0837e-01 +2.7806e-02
15 0 +1.238601585e+01 +1.443060159e+02 +1.443060159e+02 -7.2281e-01 +4.1614e-01
32 0 +1.047890943e+01 +1.423989094e+02 +1.423989094e+02 -9.7073e-01 +5.7801e-01
43 0 +2.742809035e+00 +1.346628090e+02 +1.346628090e+02 -2.7517e+00 +1.1952e+00
61 0 +8.587878082e-01 +1.327787878e+02 +1.327787878e+02 -3.2854e+00 +1.5304e+00
92 0 +4.002074116e-01 +1.323202074e+02 +1.323202074e+02 -3.7669e+00 +1.6705e+00
119 0 +3.715924008e-01 +1.322915924e+02 +1.322915924e+02 -3.7278e+00 +1.6804e+00
122 0 +1.717204350e-01 +1.320917204e+02 +1.320917204e+02 -3.8885e+00 +1.7652e+00
136 0 +4.255737626e-02 +1.319625574e+02 +1.319625574e+02 -3.8433e+00 +1.8434e+00
187 0 +3.686767186e-02 +1.319568677e+02 +1.319568677e+02 -3.9065e+00 +1.8476e+00
190 0 +2.642215717e-02 +1.319464222e+02 +1.319464222e+02 -3.9315e+00 +1.8566e+00
195 0 +2.413398642e-02 +1.319441340e+02 +1.319441340e+02 -3.8871e+00 +1.8595e+00
199 0 +1.298856990e-02 +1.319329886e+02 +1.319329886e+02 -3.9217e+00 +1.8746e+00
200 0 +1.085741109e-02 +1.319308574e+02 +1.319308574e+02 -3.9197e+00 +1.8780e+00
