% f evaluations | g evaluations | best noise-free fitness - Fopt (3.535000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.631970766e+03 +2.667320766e+03 +2.667320766e+03
4 0 +1.196644894e+03 +1.231994894e+03 +1.231994894e+03
13 0 +9.526354321e+02 +9.879854321e+02 +9.879854321e+02
27 0 +6.740327272e+02 +7.093827272e+02 +7.093827272e+02
42 0 +5.258311606e+02 +5.611811606e+02 +5.611811606e+02
51 0 +4.506691428e+02 +4.860191428e+02 +4.860191428e+02
59 0 +3.681432845e+02 +4.034932845e+02 +4.034932845e+02
63 0 +3.094216724e+02 +3.447716724e+02 +3.447716724e+02
69 0 +2.572498682e+02 +2.925998682e+02 +2.925998682e+02
103 0 +2.364917169e+02 +2.718417169e+02 +2.718417169e+02
116 0 +2.153530657e+02 +2.507030657e+02 +2.507030657e+02
140 0 +1.893114627e+02 +2.246614627e+02 +2.246614627e+02
148 0 +1.158734438e+02 +1.512234438e+02 +1.512234438e+02
200 0 +1.158734438e+02 +1.512234438e+02 +1.512234438e+02
