% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.306367612e+07 +4.306305501e+07 +4.306305501e+07
8 0 +1.486484993e+07 +1.486422882e+07 +1.486422882e+07
34 0 +1.308408400e+07 +1.308346289e+07 +1.308346289e+07
55 0 +4.176013765e+06 +4.175392655e+06 +4.175392655e+06
153 0 +1.710022409e+06 +1.709401299e+06 +1.709401299e+06
177 0 +1.485061352e+06 +1.484440242e+06 +1.484440242e+06
216 0 +1.013138346e+06 +1.012517236e+06 +1.012517236e+06
223 0 +6.992992448e+05 +6.986781348e+05 +6.986781348e+05
231 0 +5.614566845e+05 +5.608355745e+05 +5.608355745e+05
248 0 +1.887894971e+05 +1.881683871e+05 +1.881683871e+05
328 0 +1.349426521e+05 +1.343215421e+05 +1.343215421e+05
340 0 +7.688675986e+04 +7.626564986e+04 +7.626564986e+04
342 0 +5.722252762e+04 +5.660141762e+04 +5.660141762e+04
395 0 +4.429117906e+04 +4.367006906e+04 +4.367006906e+04
402 0 +3.889235143e+04 +3.827124143e+04 +3.827124143e+04
406 0 +2.249614992e+04 +2.187503992e+04 +2.187503992e+04
418 0 +1.185044957e+04 +1.122933957e+04 +1.122933957e+04
426 0 +9.239945906e+03 +8.618835906e+03 +8.618835906e+03
446 0 +5.950646524e+03 +5.329536524e+03 +5.329536524e+03
555 0 +5.280432052e+03 +4.659322052e+03 +4.659322052e+03
563 0 +5.005960720e+03 +4.384850720e+03 +4.384850720e+03
574 0 +1.933386622e+03 +1.312276622e+03 +1.312276622e+03
668 0 +1.401845716e+03 +7.807357159e+02 +7.807357159e+02
682 0 +7.777238309e+02 +1.566138309e+02 +1.566138309e+02
696 0 +4.869910294e+02 -1.341189706e+02 -1.341189706e+02
735 0 +4.315838591e+02 -1.895261409e+02 -1.895261409e+02
767 0 +3.778541741e+02 -2.432558259e+02 -2.432558259e+02
794 0 +3.179323498e+02 -3.031776502e+02 -3.031776502e+02
795 0 +2.996193444e+02 -3.214906556e+02 -3.214906556e+02
798 0 +2.626659488e+02 -3.584440512e+02 -3.584440512e+02
823 0 +1.750421772e+02 -4.460678228e+02 -4.460678228e+02
838 0 +9.867606124e+01 -5.224339388e+02 -5.224339388e+02
859 0 +7.668883226e+01 -5.444211677e+02 -5.444211677e+02
892 0 +6.490325402e+01 -5.562067460e+02 -5.562067460e+02
899 0 +6.272831766e+01 -5.583816823e+02 -5.583816823e+02
905 0 +3.650449952e+01 -5.846055005e+02 -5.846055005e+02
927 0 +2.560606988e+01 -5.955039301e+02 -5.955039301e+02
956 0 +2.427126285e+01 -5.968387372e+02 -5.968387372e+02
980 0 +1.895941694e+01 -6.021505831e+02 -6.021505831e+02
999 0 +1.509360774e+01 -6.060163923e+02 -6.060163923e+02
1000 0 +1.186073555e+01 -6.092492645e+02 -6.092492645e+02
