% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.209000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.466342851e+07 +3.466333642e+07 +3.466333642e+07
2 0 +3.079031321e+06 +3.078939231e+06 +3.078939231e+06
3 0 +2.053037183e+05 +2.052116283e+05 +2.052116283e+05
116 0 +1.321571093e+05 +1.320650193e+05 +1.320650193e+05
136 0 +8.082994825e+04 +8.073785825e+04 +8.073785825e+04
146 0 +3.576749794e+04 +3.567540794e+04 +3.567540794e+04
152 0 +3.243473716e+04 +3.234264716e+04 +3.234264716e+04
368 0 +2.383984120e+04 +2.374775120e+04 +2.374775120e+04
504 0 +1.269083536e+04 +1.259874536e+04 +1.259874536e+04
516 0 +1.161778903e+04 +1.152569903e+04 +1.152569903e+04
527 0 +1.025829039e+04 +1.016620039e+04 +1.016620039e+04
533 0 +6.177638625e+03 +6.085548625e+03 +6.085548625e+03
602 0 +4.464819997e+03 +4.372729997e+03 +4.372729997e+03
730 0 +3.686844876e+03 +3.594754876e+03 +3.594754876e+03
799 0 +2.684415700e+03 +2.592325700e+03 +2.592325700e+03
822 0 +2.427837505e+03 +2.335747505e+03 +2.335747505e+03
849 0 +2.061921520e+03 +1.969831520e+03 +1.969831520e+03
863 0 +1.415207299e+03 +1.323117299e+03 +1.323117299e+03
872 0 +9.965674833e+02 +9.044774833e+02 +9.044774833e+02
935 0 +8.742767482e+02 +7.821867482e+02 +7.821867482e+02
975 0 +7.185870670e+02 +6.264970670e+02 +6.264970670e+02
978 0 +5.393554923e+02 +4.472654923e+02 +4.472654923e+02
983 0 +4.417562445e+02 +3.496662445e+02 +3.496662445e+02
989 0 +3.233324187e+02 +2.312424187e+02 +2.312424187e+02
1000 0 +3.233324187e+02 +2.312424187e+02 +2.312424187e+02
