% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.216992227e+08 +6.216986016e+08 +6.216986016e+08 +2.2502e-01 -7.0792e-01 +1.4279e+00 +1.1212e+00 -3.3637e+00
2 0 +6.263870628e+07 +6.263808517e+07 +6.263808517e+07 -6.5603e-01 -1.1115e+00 +1.6337e+00 +4.5683e-01 +1.7925e+00
4 0 +5.406712284e+07 +5.406650173e+07 +5.406650173e+07 -3.3648e-01 -1.7720e+00 +1.0165e+00 -1.4360e-01 +3.0023e-01
10 0 +5.054303319e+07 +5.054241208e+07 +5.054241208e+07 +9.9423e-01 -1.0509e+00 +1.1472e-01 +5.1997e-01 -3.5509e-01
12 0 +2.531513145e+07 +2.531451034e+07 +2.531451034e+07 +1.0849e+00 +1.0163e-01 +8.6848e-01 -1.4266e+00 -1.6361e-01
13 0 +2.385056251e+07 +2.384994140e+07 +2.384994140e+07 -7.1032e-01 -2.5064e-01 +4.6110e-01 -1.9223e+00 +8.3065e-01
19 0 +2.353913013e+07 +2.353850902e+07 +2.353850902e+07 +1.0496e+00 -1.8925e-01 -1.3500e+00 -3.7954e+00 -1.4390e+00
20 0 +2.150436357e+07 +2.150374246e+07 +2.150374246e+07 +1.7665e+00 +4.2641e-01 +2.1902e+00 -2.8905e+00 -9.3242e-01
26 0 +9.787827193e+06 +9.787206083e+06 +9.787206083e+06 +1.0500e+00 +1.7764e+00 +1.6609e+00 -3.6661e+00 -1.2770e+00
37 0 +8.406064972e+06 +8.405443862e+06 +8.405443862e+06 -5.3984e-01 +1.5336e+00 -1.2736e+00 -2.8281e+00 -2.0753e+00
57 0 +5.047072943e+06 +5.046451833e+06 +5.046451833e+06 -4.9796e-01 +4.9992e+00 -1.8798e+00 -3.6203e+00 +7.2081e-01
58 0 +2.122342700e+06 +2.121721590e+06 +2.121721590e+06 +2.6753e-01 +3.7909e+00 -5.6123e-01 -3.1826e+00 -1.5727e+00
78 0 +2.019893616e+06 +2.019272506e+06 +2.019272506e+06 -2.2168e-01 +4.9670e+00 +3.1082e-01 -4.1610e+00 -1.2033e+00
84 0 +1.360877574e+06 +1.360256464e+06 +1.360256464e+06 -1.5086e+00 +4.8846e+00 +5.6503e-01 -3.9406e+00 +5.3972e-02
85 0 +7.344451225e+05 +7.338240125e+05 +7.338240125e+05 -1.0811e+00 +4.2242e+00 +5.7806e-01 -4.0903e+00 -1.2229e+00
134 0 +7.057599064e+05 +7.051387964e+05 +7.051387964e+05 -2.3772e-01 +4.2017e+00 +9.2233e-01 -3.5370e+00 +8.6653e-02
142 0 +3.308567616e+05 +3.302356516e+05 +3.302356516e+05 -6.0572e-01 +4.3229e+00 +5.3720e-01 -4.2219e+00 -1.8104e-01
143 0 +3.113705431e+05 +3.107494331e+05 +3.107494331e+05 -8.7581e-01 +3.8354e+00 +1.2436e+00 -3.7758e+00 -5.6964e-01
149 0 +1.757251517e+05 +1.751040417e+05 +1.751040417e+05 -9.2230e-01 +3.6147e+00 +2.1861e+00 -4.5402e+00 +2.2165e-01
150 0 +1.302569968e+05 +1.296358868e+05 +1.296358868e+05 -8.9135e-01 +3.8347e+00 +3.8653e-02 -3.4978e+00 -9.0082e-01
174 0 +6.356310310e+04 +6.294199310e+04 +6.294199310e+04 -9.1416e-01 +4.3606e+00 -7.4573e-01 -3.6661e+00 -9.2718e-01
187 0 +1.485579179e+04 +1.423468179e+04 +1.423468179e+04 -8.9934e-01 +4.1413e+00 -3.7477e-02 -3.7005e+00 -5.3078e-01
272 0 +1.242865788e+04 +1.180754788e+04 +1.180754788e+04 -1.1178e+00 +4.1460e+00 -5.3432e-01 -3.5366e+00 -9.1923e-01
278 0 +8.416361917e+03 +7.795251917e+03 +7.795251917e+03 -1.0527e+00 +4.2369e+00 -7.4551e-01 -3.5619e+00 -1.0164e+00
300 0 +7.526160973e+03 +6.905050973e+03 +6.905050973e+03 -1.1198e+00 +4.2857e+00 -1.0339e+00 -3.4509e+00 -1.1596e+00
321 0 +4.821399764e+03 +4.200289764e+03 +4.200289764e+03 -1.1089e+00 +4.2675e+00 -1.0678e+00 -3.4592e+00 -1.0931e+00
326 0 +7.603622363e+02 +1.392522363e+02 +1.392522363e+02 -1.0621e+00 +4.1900e+00 -9.1369e-01 -3.4731e+00 -1.0489e+00
338 0 +3.107850296e+02 -3.103249704e+02 -3.103249704e+02 -1.0601e+00 +4.2137e+00 -9.4426e-01 -3.4716e+00 -1.0560e+00
379 0 +9.231226592e+01 -5.287977341e+02 -5.287977341e+02 -1.0453e+00 +4.2062e+00 -9.1071e-01 -3.4851e+00 -1.0468e+00
385 0 +8.312988757e+01 -5.379801124e+02 -5.379801124e+02 -1.0443e+00 +4.2270e+00 -9.7881e-01 -3.4583e+00 -1.0799e+00
386 0 +2.658869213e+01 -5.945213079e+02 -5.945213079e+02 -1.0344e+00 +4.1910e+00 -8.5091e-01 -3.4999e+00 -1.0081e+00
425 0 +8.044413205e+00 -6.130655868e+02 -6.130655868e+02 -1.0462e+00 +4.2179e+00 -9.8327e-01 -3.4572e+00 -1.0839e+00
489 0 +4.983944155e+00 -6.161260558e+02 -6.161260558e+02 -1.0453e+00 +4.2184e+00 -9.7735e-01 -3.4631e+00 -1.0774e+00
527 0 +2.995217504e+00 -6.181147825e+02 -6.181147825e+02 -1.0460e+00 +4.2192e+00 -9.8081e-01 -3.4597e+00 -1.0807e+00
568 0 +2.681572285e+00 -6.184284277e+02 -6.184284277e+02 -1.0471e+00 +4.2206e+00 -9.9662e-01 -3.4565e+00 -1.0889e+00
572 0 +2.352578906e+00 -6.187574211e+02 -6.187574211e+02 -1.0481e+00 +4.2236e+00 -1.0097e+00 -3.4519e+00 -1.0967e+00
622 0 +2.110868537e+00 -6.189991315e+02 -6.189991315e+02 -1.0486e+00 +4.2239e+00 -1.0104e+00 -3.4519e+00 -1.0968e+00
