% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.810000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.004579268e+06 +4.004561168e+06 +4.004561168e+06 +3.2561e-01 -1.5347e+00
2 0 +1.297221326e+06 +1.297203226e+06 +1.297203226e+06 +8.0246e-01 -7.5639e-01
4 0 +7.320225582e+05 +7.320044582e+05 +7.320044582e+05 -1.0904e+00 -6.3440e-02
13 0 +5.779686596e+05 +5.779505596e+05 +5.779505596e+05 +4.6613e-01 -2.9521e-01
20 0 +5.010167926e+03 +4.992067926e+03 +4.992067926e+03 +2.7268e-01 +4.5283e-01
22 0 +3.343893230e+03 +3.325793230e+03 +3.325793230e+03 +1.6470e-01 +6.0807e-01
27 0 +1.235763716e+03 +1.217663716e+03 +1.217663716e+03 -4.1751e-01 +7.1214e-01
69 0 +7.115174447e+02 +6.934174447e+02 +6.934174447e+02 -7.0815e-02 +6.2767e-01
71 0 +9.900931912e+01 +8.090931912e+01 +8.090931912e+01 -2.5690e-01 +6.3087e-01
76 0 +4.245683115e+00 -1.385431688e+01 -1.385431688e+01 -1.9938e+00 +1.0567e+00
135 0 +4.314131819e-01 -1.766858682e+01 -1.766858682e+01 -1.3439e+00 +8.6886e-01
200 0 +4.314131819e-01 -1.766858682e+01 -1.766858682e+01 -1.3439e+00 +8.6886e-01
