% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.697500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.765801828e+07 +2.765754853e+07 +2.765754853e+07 +5.8418e-01 +2.4171e+00
2 0 +2.073943051e+07 +2.073896076e+07 +2.073896076e+07 +2.8056e-01 +1.6300e+00
3 0 +1.719604106e+07 +1.719557131e+07 +1.719557131e+07 -4.3893e+00 +8.3852e-01
4 0 +3.640299659e+06 +3.639829909e+06 +3.639829909e+06 +6.4662e-01 -9.6117e-01
6 0 +2.668283810e+06 +2.667814060e+06 +2.667814060e+06 +1.2150e+00 -1.1053e+00
9 0 +2.313505197e+06 +2.313035447e+06 +2.313035447e+06 +1.3535e+00 -1.2050e+00
10 0 +2.861722157e+02 -1.835777843e+02 -1.835777843e+02 +1.7851e+00 -2.8105e+00
86 0 +4.684806159e+01 -4.229019384e+02 -4.229019384e+02 +4.7275e+00 -2.6001e+00
87 0 +9.307761412e+00 -4.604422386e+02 -4.604422386e+02 +3.0308e+00 -2.7304e+00
147 0 +7.114957837e+00 -4.626350422e+02 -4.626350422e+02 +2.5025e+00 -2.7709e+00
176 0 +3.302876512e+00 -4.664471235e+02 -4.664471235e+02 +8.0663e-01 -2.9072e+00
185 0 +2.939217045e-01 -4.694560783e+02 -4.694560783e+02 +2.7704e-01 -2.9469e+00
200 0 +2.939217045e-01 -4.694560783e+02 -4.694560783e+02 +2.7704e-01 -2.9469e+00
