% f evaluations | g evaluations | best noise-free fitness - Fopt (2.175000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.587558267e+02 +3.805058267e+02 +3.805058267e+02 -1.0412e-01 -5.1312e-01
2 0 +2.071228792e+02 +2.288728792e+02 +2.288728792e+02 +1.9742e+00 -1.5907e+00
10 0 +6.102613933e+01 +8.277613933e+01 +8.277613933e+01 +2.8012e+00 -8.3297e-01
13 0 +4.138754399e+01 +6.313754399e+01 +6.313754399e+01 +4.9024e+00 -1.7703e+00
23 0 +1.079407803e+01 +3.254407803e+01 +3.254407803e+01 +3.8656e+00 +5.4108e-02
25 0 +7.629821235e-01 +2.251298212e+01 +2.251298212e+01 +4.4493e+00 +3.1662e-01
38 0 +1.171918942e-01 +2.186719189e+01 +2.186719189e+01 +3.4749e+00 +1.2597e+00
156 0 +6.143257824e-02 +2.181143258e+01 +2.181143258e+01 +3.8402e+00 +8.7479e-01
164 0 +3.127769378e-02 +2.178127769e+01 +2.178127769e+01 +3.7070e+00 +9.8494e-01
185 0 +1.469823782e-02 +2.176469824e+01 +2.176469824e+01 +3.6512e+00 +9.1886e-01
195 0 +7.629821235e-03 +2.175762982e+01 +2.175762982e+01 +3.8506e+00 +7.8722e-01
207 0 +2.881963859e-07 +2.175000029e+01 +2.175000029e+01 +3.7661e+00 +8.6027e-01
277 0 +2.782205435e-07 +2.175000028e+01 +2.175000028e+01 +3.7680e+00 +8.6172e-01
306 0 +1.286987228e-08 +2.175000001e+01 +2.175000001e+01 +3.7616e+00 +8.9010e-01
320 0 +5.498701938e-09 +2.175000001e+01 +2.175000001e+01 +3.7554e+00 +8.8796e-01
537 0 +4.547473509e-13 +2.175000000e+01 +2.175000000e+01 +3.7797e+00 +8.9283e-01
616 0 +0.000000000e+00 +2.175000000e+01 +2.175000000e+01 +3.7797e+00 +8.9285e-01
630 0 +0.000000000e+00 +2.175000000e+01 +2.175000000e+01 +3.7797e+00 +8.9285e-01
