% f evaluations | g evaluations | best noise-free fitness - Fopt (6.671000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.367078160e+01 +1.203807816e+02 +1.203807816e+02 -2.4214e-02 -1.3050e-01
3 0 +5.287859030e+01 +1.195885903e+02 +1.195885903e+02 +1.4922e+00 -3.6136e-01
4 0 +4.583608209e+01 +1.125460821e+02 +1.125460821e+02 +5.0227e-01 -9.6662e-01
9 0 +2.754658935e+01 +9.425658935e+01 +9.425658935e+01 -3.8020e-01 -2.7073e+00
15 0 +1.768400586e+01 +8.439400586e+01 +8.439400586e+01 -1.3014e+00 -3.6015e+00
19 0 +1.386786660e+01 +8.057786660e+01 +8.057786660e+01 -1.6833e+00 -3.9449e+00
20 0 +8.804212155e+00 +7.551421216e+01 +7.551421216e+01 -1.3059e+00 -4.4890e+00
24 0 +3.436463915e+00 +7.014646391e+01 +7.014646391e+01 -1.8674e+00 -4.9696e+00
29 0 +9.653297621e-01 +6.767532976e+01 +6.767532976e+01 -4.0496e+00 -4.9985e+00
57 0 +6.580100401e-01 +6.736801004e+01 +6.736801004e+01 -4.7889e+00 -4.9553e+00
77 0 +6.212861483e-01 +6.733128615e+01 +6.733128615e+01 -4.7023e+00 -4.9676e+00
85 0 +1.994990834e-01 +6.690949908e+01 +6.690949908e+01 -4.9174e+00 -4.9883e+00
90 0 +2.079600402e-02 +6.673079600e+01 +6.673079600e+01 -4.9970e+00 -4.9982e+00
109 0 +2.327114468e-04 +6.671023271e+01 +6.671023271e+01 -4.9998e+00 -5.0000e+00
179 0 +2.015812165e-04 +6.671020158e+01 +6.671020158e+01 -4.9998e+00 -5.0000e+00
182 0 +1.434595321e-04 +6.671014346e+01 +6.671014346e+01 -4.9999e+00 -5.0000e+00
188 0 +7.453927174e-05 +6.671007454e+01 +6.671007454e+01 -5.0000e+00 -5.0000e+00
193 0 +1.033857164e-05 +6.671001034e+01 +6.671001034e+01 -5.0000e+00 -5.0000e+00
200 0 +1.033857164e-05 +6.671001034e+01 +6.671001034e+01 -5.0000e+00 -5.0000e+00
