% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.471100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.453530064e+02 -1.017569936e+02 -1.017569936e+02
2 0 +7.475099451e+01 -1.723590055e+02 -1.723590055e+02
12 0 +5.519317279e+01 -1.919168272e+02 -1.919168272e+02
16 0 +4.938785314e+01 -1.977221469e+02 -1.977221469e+02
21 0 +4.064506424e+01 -2.064649358e+02 -2.064649358e+02
22 0 +3.133377784e+01 -2.157762222e+02 -2.157762222e+02
34 0 +2.159631254e+01 -2.255136875e+02 -2.255136875e+02
41 0 +1.627093876e+01 -2.308390612e+02 -2.308390612e+02
57 0 +1.396998066e+01 -2.331400193e+02 -2.331400193e+02
62 0 +1.238642182e+01 -2.347235782e+02 -2.347235782e+02
87 0 +9.004651670e+00 -2.381053483e+02 -2.381053483e+02
93 0 +4.903647679e+00 -2.422063523e+02 -2.422063523e+02
105 0 +4.398098231e+00 -2.427119018e+02 -2.427119018e+02
171 0 +2.919971336e+00 -2.441900287e+02 -2.441900287e+02
200 0 +2.919971336e+00 -2.441900287e+02 -2.441900287e+02
