% f evaluations | g evaluations | best noise-free fitness - Fopt (3.718000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.510910197e+01 +1.122891020e+02 +1.122891020e+02 -1.8023e+00 -5.0941e-02
6 0 +4.044667168e+01 +7.762667168e+01 +7.762667168e+01 +1.9396e+00 +1.2289e+00
9 0 +1.915375090e+01 +5.633375090e+01 +5.633375090e+01 +1.9663e+00 +1.1867e+00
14 0 +1.687234414e+01 +5.405234414e+01 +5.405234414e+01 +1.6035e+00 +1.4318e+00
20 0 +1.182349167e+01 +4.900349167e+01 +4.900349167e+01 +4.8080e-01 +1.4008e+00
22 0 +7.732259754e+00 +4.491225975e+01 +4.491225975e+01 +2.0230e+00 +1.5841e+00
24 0 +6.748903289e+00 +4.392890329e+01 +4.392890329e+01 +1.8304e+00 +1.4880e+00
52 0 +1.026321499e+00 +3.820632150e+01 +3.820632150e+01 -4.9162e+00 +2.1548e+00
100 0 +8.387356362e-01 +3.801873564e+01 +3.801873564e+01 -3.6573e+00 +2.0277e+00
105 0 +7.342868811e-01 +3.791428688e+01 +3.791428688e+01 -3.8475e+00 +2.0788e+00
130 0 +5.916670419e-01 +3.777166704e+01 +3.777166704e+01 -3.5133e+00 +2.0313e+00
158 0 +2.414989880e-01 +3.742149899e+01 +3.742149899e+01 -3.8570e+00 +2.0643e+00
162 0 +7.942304335e-02 +3.725942304e+01 +3.725942304e+01 -3.9275e+00 +2.0613e+00
200 0 +7.942304335e-02 +3.725942304e+01 +3.725942304e+01 -3.9275e+00 +2.0613e+00
