% f evaluations | g evaluations | best noise-free fitness - Fopt (9.917000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.245160347e+02 +2.236860347e+02 +2.236860347e+02 +1.9258e+00 -3.6779e-01 -1.0102e+00 -5.0953e-01 +2.0823e+00
2 0 +3.731454475e+01 +1.364845448e+02 +1.364845448e+02 +2.1889e+00 +1.4793e+00 +9.0162e-01 -9.3469e-01 +5.3708e-01
3 0 +3.522954031e+01 +1.343995403e+02 +1.343995403e+02 -1.0696e+00 -2.0803e+00 -2.5816e+00 -1.0447e+00 -3.6139e-01
8 0 +1.818008553e+01 +1.173500855e+02 +1.173500855e+02 -1.6572e-01 +9.5496e-01 +3.4276e-01 +5.2380e-01 -1.1974e+00
102 0 +1.083917139e+01 +1.100091714e+02 +1.100091714e+02 -1.4644e+00 -4.8289e-01 -2.5350e-01 +1.7062e+00 +4.3063e+00
221 0 +5.603176593e+00 +1.047731766e+02 +1.047731766e+02 -2.5127e+00 -2.3628e-01 +1.9598e+00 +9.3218e-02 +3.6062e+00
252 0 +2.681581564e+00 +1.018515816e+02 +1.018515816e+02 -2.3412e+00 -3.3641e-01 +1.7913e+00 +4.8585e-01 +3.5073e+00
317 0 +1.822399841e+00 +1.009923998e+02 +1.009923998e+02 -2.0318e+00 -6.2489e-01 +2.2806e+00 +4.4489e-01 +3.2501e+00
340 0 +1.602894507e+00 +1.007728945e+02 +1.007728945e+02 -1.4905e+00 -9.7491e-01 +2.3584e+00 +6.3970e-01 +3.1025e+00
365 0 +1.555260884e+00 +1.007252609e+02 +1.007252609e+02 -1.7275e+00 -9.2062e-01 +2.1096e+00 +7.4596e-01 +3.3238e+00
377 0 +1.398067501e+00 +1.005680675e+02 +1.005680675e+02 -1.4902e+00 -1.1596e+00 +2.1965e+00 +7.5426e-01 +3.1505e+00
385 0 +6.820615484e-01 +9.985206155e+01 +9.985206155e+01 -1.5357e+00 -1.0816e+00 +1.9619e+00 +8.0708e-01 +3.3032e+00
402 0 +5.263785748e-01 +9.969637857e+01 +9.969637857e+01 -1.5579e+00 -1.1651e+00 +2.0547e+00 +9.1144e-01 +3.3257e+00
451 0 +4.084986852e-01 +9.957849869e+01 +9.957849869e+01 -1.5063e+00 -1.1753e+00 +2.1050e+00 +7.1446e-01 +3.2732e+00
497 0 +3.943881035e-01 +9.956438810e+01 +9.956438810e+01 -1.5022e+00 -1.1552e+00 +2.2138e+00 +8.1792e-01 +3.1790e+00
505 0 +2.329896883e-01 +9.940298969e+01 +9.940298969e+01 -1.5394e+00 -1.1692e+00 +2.1002e+00 +7.8298e-01 +3.2927e+00
533 0 +1.528132423e-01 +9.932281324e+01 +9.932281324e+01 -1.5591e+00 -1.1577e+00 +2.0780e+00 +7.6777e-01 +3.2935e+00
642 0 +1.388898344e-01 +9.930888983e+01 +9.930888983e+01 -1.5336e+00 -1.1632e+00 +2.0860e+00 +7.5752e-01 +3.2894e+00
658 0 +1.177885416e-01 +9.928778854e+01 +9.928778854e+01 -1.5351e+00 -1.1620e+00 +2.0881e+00 +7.5890e-01 +3.2866e+00
705 0 +1.023112710e-01 +9.927231127e+01 +9.927231127e+01 -1.5320e+00 -1.1630e+00 +2.0918e+00 +7.5512e-01 +3.2849e+00
719 0 +9.909575927e-02 +9.926909576e+01 +9.926909576e+01 -1.5321e+00 -1.1645e+00 +2.0893e+00 +7.5646e-01 +3.2860e+00
761 0 +8.898881235e-02 +9.925898881e+01 +9.925898881e+01 -1.5349e+00 -1.1649e+00 +2.0860e+00 +7.6135e-01 +3.2874e+00
828 0 +7.757093425e-02 +9.924757093e+01 +9.924757093e+01 -1.5370e+00 -1.1646e+00 +2.0830e+00 +7.6215e-01 +3.2887e+00
930 0 +7.022497447e-02 +9.924022497e+01 +9.924022497e+01 -1.5377e+00 -1.1662e+00 +2.0798e+00 +7.6556e-01 +3.2891e+00
1000 0 +6.447309747e-02 +9.923447310e+01 +9.923447310e+01 -1.5374e+00 -1.1662e+00 +2.0806e+00 +7.6529e-01 +3.2890e+00
