% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.012059260e+03 +8.012059260e+03 +8.012059260e+03 -7.1127e-02 -1.6709e-01
3 0 +6.935345168e+03 +7.935345168e+03 +7.935345168e+03 -4.8977e-01 -2.6449e-01
4 0 +3.322511063e+03 +4.322511063e+03 +4.322511063e+03 -1.4753e+00 -1.0384e-01
5 0 +5.666821590e+00 +1.005666822e+03 +1.005666822e+03 +6.2298e-02 +2.4564e+00
13 0 +4.240890236e+00 +1.004240890e+03 +1.004240890e+03 -1.5169e+00 +2.1995e+00
32 0 +3.084342092e+00 +1.003084342e+03 +1.003084342e+03 -1.8096e+00 +1.8053e+00
34 0 +2.232340650e+00 +1.002232341e+03 +1.002232341e+03 -2.0206e+00 +1.4019e+00
41 0 +1.892220922e+00 +1.001892221e+03 +1.001892221e+03 -2.1957e+00 +1.7892e+00
56 0 +1.324693467e+00 +1.001324693e+03 +1.001324693e+03 -2.0103e+00 +1.7938e+00
93 0 +1.178044623e+00 +1.001178045e+03 +1.001178045e+03 -2.1593e+00 +1.7562e+00
95 0 +1.097992349e+00 +1.001097992e+03 +1.001097992e+03 -2.1265e+00 +1.7547e+00
200 0 +1.086137660e+00 +1.001086138e+03 +1.001086138e+03 -2.1062e+00 +1.7624e+00
