% f evaluations | g evaluations | best noise-free fitness - Fopt (3.777000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.117624783e+07 +6.117628560e+07 +6.117628560e+07
5 0 +2.569012454e+07 +2.569016231e+07 +2.569016231e+07
22 0 +4.819918205e+06 +4.819955975e+06 +4.819955975e+06
221 0 +2.742484021e+06 +2.742521791e+06 +2.742521791e+06
232 0 +2.269125664e+06 +2.269163434e+06 +2.269163434e+06
268 0 +1.632435059e+06 +1.632472829e+06 +1.632472829e+06
285 0 +1.319667029e+06 +1.319704799e+06 +1.319704799e+06
302 0 +6.823275404e+05 +6.823653104e+05 +6.823653104e+05
317 0 +5.469465284e+05 +5.469842984e+05 +5.469842984e+05
330 0 +2.151251977e+05 +2.151629677e+05 +2.151629677e+05
363 0 +1.084020843e+05 +1.084398543e+05 +1.084398543e+05
407 0 +8.964035500e+04 +8.967812500e+04 +8.967812500e+04
451 0 +4.133622864e+04 +4.137399864e+04 +4.137399864e+04
461 0 +3.645111929e+04 +3.648888929e+04 +3.648888929e+04
489 0 +2.763200092e+04 +2.766977092e+04 +2.766977092e+04
539 0 +2.151692173e+04 +2.155469173e+04 +2.155469173e+04
542 0 +8.889970607e+03 +8.927740607e+03 +8.927740607e+03
607 0 +5.650782852e+03 +5.688552852e+03 +5.688552852e+03
619 0 +5.309803459e+03 +5.347573459e+03 +5.347573459e+03
623 0 +3.959516128e+03 +3.997286128e+03 +3.997286128e+03
644 0 +2.990206364e+03 +3.027976364e+03 +3.027976364e+03
647 0 +2.652172763e+03 +2.689942763e+03 +2.689942763e+03
658 0 +2.100792251e+03 +2.138562251e+03 +2.138562251e+03
669 0 +1.581275708e+03 +1.619045708e+03 +1.619045708e+03
690 0 +5.550408389e+02 +5.928108389e+02 +5.928108389e+02
753 0 +4.325674965e+02 +4.703374965e+02 +4.703374965e+02
765 0 +3.374497595e+02 +3.752197595e+02 +3.752197595e+02
773 0 +3.088558120e+02 +3.466258120e+02 +3.466258120e+02
781 0 +2.738916906e+02 +3.116616906e+02 +3.116616906e+02
789 0 +2.275556300e+02 +2.653256300e+02 +2.653256300e+02
791 0 +1.985920625e+02 +2.363620625e+02 +2.363620625e+02
820 0 +1.183890988e+02 +1.561590988e+02 +1.561590988e+02
853 0 +7.648611760e+01 +1.142561176e+02 +1.142561176e+02
864 0 +3.903259740e+01 +7.680259740e+01 +7.680259740e+01
877 0 +2.449960364e+01 +6.226960364e+01 +6.226960364e+01
962 0 +1.746373558e+01 +5.523373558e+01 +5.523373558e+01
968 0 +1.569640102e+01 +5.346640102e+01 +5.346640102e+01
974 0 +1.026537849e+01 +4.803537849e+01 +4.803537849e+01
976 0 +9.136347986e+00 +4.690634799e+01 +4.690634799e+01
993 0 +7.012292050e+00 +4.478229205e+01 +4.478229205e+01
994 0 +6.180900405e+00 +4.395090040e+01 +4.395090040e+01
1000 0 +6.180900405e+00 +4.395090040e+01 +4.395090040e+01
