% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.479088361e+06 +8.478878481e+06 +8.478878481e+06 -7.4643e-01 +3.3869e+00
2 0 +5.860478170e+06 +5.860268290e+06 +5.860268290e+06 +2.7305e+00 -2.0512e+00
3 0 +3.215489303e+06 +3.215279423e+06 +3.215279423e+06 -2.3222e+00 -1.2373e+00
4 0 +1.953465543e+06 +1.953255663e+06 +1.953255663e+06 +1.4673e+00 +1.7674e+00
5 0 +9.470485651e+05 +9.468386851e+05 +9.468386851e+05 +2.2947e-01 -5.3304e-01
8 0 +3.987802893e+04 +3.966814893e+04 +3.966814893e+04 +1.4260e+00 +2.5338e-01
14 0 +1.636775877e+03 +1.426895877e+03 +1.426895877e+03 +1.7299e+00 +4.1024e-01
23 0 +7.618969432e+02 +5.520169432e+02 +5.520169432e+02 +5.7350e-01 +4.7365e-01
25 0 +2.496912946e+01 -1.849108705e+02 -1.849108705e+02 +1.1793e+00 +4.5273e-01
74 0 +1.554679914e+00 -2.083253201e+02 -2.083253201e+02 +1.2318e+00 +4.4921e-01
117 0 +1.398230818e+00 -2.084817692e+02 -2.084817692e+02 +1.2110e+00 +4.4680e-01
122 0 +8.776185893e-01 -2.090023814e+02 -2.090023814e+02 +1.2829e+00 +4.4702e-01
125 0 +4.507589490e-01 -2.094292411e+02 -2.094292411e+02 +1.1469e+00 +4.4868e-01
135 0 +4.782447582e-02 -2.098321755e+02 -2.098321755e+02 +1.2518e+00 +4.4820e-01
138 0 +3.295560782e-02 -2.098470444e+02 -2.098470444e+02 +1.2898e+00 +4.4784e-01
152 0 +3.015206872e-02 -2.098498479e+02 -2.098498479e+02 +1.3805e+00 +4.4799e-01
162 0 +2.562718779e-02 -2.098543728e+02 -2.098543728e+02 +1.3687e+00 +4.4798e-01
167 0 +1.510466583e-02 -2.098648953e+02 -2.098648953e+02 +1.3090e+00 +4.4806e-01
169 0 +9.060552384e-03 -2.098709394e+02 -2.098709394e+02 +1.2544e+00 +4.4792e-01
195 0 +2.991512513e-03 -2.098770085e+02 -2.098770085e+02 +1.2325e+00 +4.4805e-01
197 0 +2.989233187e-04 -2.098797011e+02 -2.098797011e+02 +1.2078e+00 +4.4798e-01
231 0 +1.355901655e-04 -2.098798644e+02 -2.098798644e+02 +1.2012e+00 +4.4801e-01
235 0 +6.811223761e-05 -2.098799319e+02 -2.098799319e+02 +1.2010e+00 +4.4801e-01
258 0 +1.006395590e-05 -2.098799899e+02 -2.098799899e+02 +1.2063e+00 +4.4800e-01
273 0 +2.648503511e-06 -2.098799974e+02 -2.098799974e+02 +1.2057e+00 +4.4800e-01
323 0 +1.884735610e-06 -2.098799981e+02 -2.098799981e+02 +1.2061e+00 +4.4800e-01
325 0 +1.146680006e-06 -2.098799989e+02 -2.098799989e+02 +1.2063e+00 +4.4800e-01
333 0 +2.747908070e-07 -2.098799997e+02 -2.098799997e+02 +1.2067e+00 +4.4800e-01
339 0 +7.589130746e-08 -2.098799999e+02 -2.098799999e+02 +1.2071e+00 +4.4800e-01
354 0 +6.576408396e-08 -2.098799999e+02 -2.098799999e+02 +1.2069e+00 +4.4800e-01
361 0 +1.054601739e-08 -2.098800000e+02 -2.098800000e+02 +1.2071e+00 +4.4800e-01
389 0 +5.362039701e-09 -2.098800000e+02 -2.098800000e+02 +1.2073e+00 +4.4800e-01
528 0 +6.536993169e-13 -2.098800000e+02 -2.098800000e+02 +1.2072e+00 +4.4800e-01
592 0 +0.000000000e+00 -2.098800000e+02 -2.098800000e+02 +1.2072e+00 +4.4800e-01
636 0 +0.000000000e+00 -2.098800000e+02 -2.098800000e+02 +1.2072e+00 +4.4800e-01
