% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.739852153e+07 +1.739846659e+07 +1.739846659e+07
3 0 +1.857491253e+06 +1.857436313e+06 +1.857436313e+06
28 0 +1.763071073e+06 +1.763016133e+06 +1.763016133e+06
44 0 +1.636332107e+06 +1.636277167e+06 +1.636277167e+06
84 0 +1.430246856e+06 +1.430191916e+06 +1.430191916e+06
106 0 +1.344280060e+06 +1.344225120e+06 +1.344225120e+06
119 0 +1.246296649e+06 +1.246241709e+06 +1.246241709e+06
150 0 +9.362862943e+05 +9.362313543e+05 +9.362313543e+05
162 0 +5.886200827e+05 +5.885651427e+05 +5.885651427e+05
231 0 +5.502517464e+05 +5.501968064e+05 +5.501968064e+05
241 0 +4.979642862e+05 +4.979093462e+05 +4.979093462e+05
289 0 +3.675803000e+05 +3.675253600e+05 +3.675253600e+05
427 0 +3.270077761e+05 +3.269528361e+05 +3.269528361e+05
439 0 +2.232254453e+05 +2.231705053e+05 +2.231705053e+05
579 0 +1.698046967e+05 +1.697497567e+05 +1.697497567e+05
716 0 +1.448391390e+05 +1.447841990e+05 +1.447841990e+05
885 0 +1.382115726e+05 +1.381566326e+05 +1.381566326e+05
948 0 +1.118882362e+05 +1.118332962e+05 +1.118332962e+05
1000 0 +1.114481507e+05 +1.113932107e+05 +1.113932107e+05
