% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.915300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.886211925e+06 +8.885720395e+06 +8.885720395e+06
2 0 +1.936331175e+06 +1.935839645e+06 +1.935839645e+06
3 0 +1.777918288e+06 +1.777426758e+06 +1.777426758e+06
9 0 +1.400356293e+06 +1.399864763e+06 +1.399864763e+06
32 0 +7.377881530e+05 +7.372966230e+05 +7.372966230e+05
188 0 +5.690298203e+05 +5.685382903e+05 +5.685382903e+05
200 0 +4.896642112e+05 +4.891726812e+05 +4.891726812e+05
307 0 +3.941734324e+05 +3.936819024e+05 +3.936819024e+05
357 0 +1.942570199e+05 +1.937654899e+05 +1.937654899e+05
444 0 +1.689133580e+05 +1.684218280e+05 +1.684218280e+05
523 0 +1.421156195e+05 +1.416240895e+05 +1.416240895e+05
559 0 +9.702638250e+04 +9.653485250e+04 +9.653485250e+04
573 0 +6.327562099e+04 +6.278409099e+04 +6.278409099e+04
1000 0 +6.327562099e+04 +6.278409099e+04 +6.278409099e+04
